text,sentiment
The “pi” symbol is not defined  so it’s unclear how exactly the beliefs are computed ,negative
I believe this is an interesting and relevant paper ,positive
the reported approach requires improvement before it could be accepted for a conference ,negative
The underlying idea of using compression for graph mining as such is not new  but its application to Semantic Web KGs could be useful ,positive
- The obvious shortcoming of the current instance of the proposed approach (stated also by authors themselves) is lack of scalability ,negative
- The paper is mostly well written ,positive
For minor presentational issues  see below ,negative
- The coverage and discussion of related works should be improved ,negative
The Related Work subsection (within the Introduction) is quite brief although there exists a large amount of research on frequent subgraph (pattern) mining  other graph mining and graph compression techniques (including a few using the MDL) - which of course cannot be covered in detail but should be outlined ,negative
the paper presents an interesting idea ,positive
The structure of the paper is a bit odd to me ,negative
A very brief related work as a part of the introduction and no conclusion are just two rather unusual style decisions with no justification ,negative
t is poorly written and seems just not ready ,negative
For example  the preliminaries part defines concepts often without any intuition for the reader why is she reading this passage ,negative
MDL is too briefly explained given that the principal is so central to the method ,negative
I assume there must be some connection between the log-factor  MDL  and hypothesis testing but this remains unclear to me as the relationship is not made explicitly clear ,negative
All this might be obvious to the authors but for a reader with a basic understanding of information theory  this is rather hard to understand ,negative
The motif search section is a well-written section ,positive
The presentation of results also needs improvement in my opinion since many things remain unclear ,negative
To this end  I recommend rejecting the paper despite the novelty of the idea ,negative
As such  the paper is clearly relevant and interesting for the conference ,positive
My main problem with this paper is some incoherence which struck me wrt to Fig ,negative
As such the actual findings seem to be of limited value only  given the fact that the authors mention scalability as one of the main problems of the entire approach ,negative
All in all  the paper was quite hard to digest and the line of argumentation was not really clear to me ,negative
The paper is written very clearly and experimentations are performed over different data sets ,positive
The paper is a bit hard to follow  how much background is required for the reader to follow the paper ,negative
I would actually expect some examples to be shown in the paper ,negative
The author has introduced one example in the beginning and then it is not used anywhere ,negative
The datasets used for experimentation are rather small ,negative
A missing novel and original contribution is the main weakness of this paper ,negative
Currently  half of the referenced papers is older than  years ,negative
Some of the referenced publications are generic  such as “Introduction to Information Retrieval” or “Scikit-Learn Machine Learning in Python” ,negative
For the before-mentioned reasons  I recommend to reject the paper in its current state ,negative
- The paper is well-written ,positive
Small issues are listed further below ,negative
- The submission is relevant for this conference and the approach  though (or because) it is rather simple  is possibly significant ,positive
However  significance is difficult to judge  due to limitations of the current experimental evaluation ,negative
As such  the paper is clearly interesting and relevant to the conference ,positive
The main problem of this paper  however  is  that there has been set up a huge machinery with a huge amount of parameters to be configured ,negative
This dataset is well suited for the presented use-case ,positive
However  at the same time  it is also quite narrow and highly domain specific ,negative
Another issue causing headache to me is the aspect of disambiguation errors  which has been completely neglected ,negative
From the experimental section  the results are not really convincing and do not reveal any interesting pattern ,negative
In the light of the above  I tend to reject the paper ,negative
The paper is well structured and easy to follow ,positive
The method of the approach is well described ,positive
A fair overview on related work is provided ,positive
In Section   it would be desirable to present more examples as it is done in the beginning of Section   ,negative
This is fine in general  however  this decreases the own contribution in the paper ,negative
One of my main concerns is that the paper is only focused on the EurLex dataset ,negative
The discussion in the conclusion sections tries to draw broader conclusions  but without having experiments as a proof if I understand correct ,negative
There is no comparison with the mentioned previous classification experiments with EurLex ,negative
The paper is solid work and the idea is somehwat interesting  ,positive
 there are two serious points that male me doubt the value of teh work the limitation to propositional logic and the above mentioned problem in the evaluation (which is really a showstopper imho) ,negative
In my view the paper could have investigated in more detail why it is beneficial to try to learn complex disjointness axioms rather than just disjointness axioms involving class names only ,negative
However  the paper presents ideas    for techniques used to master enormous search space for axiom construction  that should be discussed at the conference  and therefore I vote accepting the paper ,positive
Minor issues - Introduce GE before using it ,negative
The main weakness is the limited experimental evaluation (compared to typical high-quality conference papers) ,negative
The description of the method  especially the specificity of the GE representation and its mapping onto the KB representation  appears inadequate ,negative
However  I’m afraid that strengths and weaknesses of the approach was not clearly assessed ,negative
The main technical problem is related to the OWA and its relation to reasoning with ontology language which can only be approximated through SPARQL queries ,negative
From a technical point of view the importance of reasoning is not properly discussed ,negative
Code and dataset have been released on a pubic platform thus others may be able to replicate the experiment ,positive
However its setup is not described in due detail ,negative
The paper is fully within the scope of the conference ,positive
However  the authors appear unaware of relevant recent work on the application of ML models to the same problem which is neither cited nor properly discussed ,negative
The quality of writing ought to be improved with a proper revision ,negative
There are problems with style and grammar (and typos)  see below ,negative
Figures and tables require a better (less brisk) illustration ,negative
The limitations on the expressiveness of the classes in the targeted axioms are also evident ,negative
The problematic part starts with the autoencoders ,negative
This part is very hard to follow ,negative
It is not clear to me what the vector x is supposed to represent ,negative
There are obviously far more advanced recommender systems that are state of the art for these benchmarks ,negative
Introduction & Related workI really like how the introduction introduces the scope of the work  i e   recommending heterogeneous items and the gap that the later on presented model tries to close  i e   the linearity of MF-based recommendation engines ,positive
The background knowledge and mathematical notation are clearly presented and easy to follow ,positive
Experiments and Evaluation Solid evaluation with real-world data  appropriate metrics and state of the art algorithms in the context ,positive
The authors provide also a comparison to previous approaches on well-known state-of-the-art datasets for homogeneous items such as Movielens ,positive
Overall  I think this is a solid paper that presents a way to utilize KG in RecSYS and thus valuable contribution to ESWC ,positive
- No source code for the proposed approach ,negative
Nonetheless  the paper provides convincing benchmark results so that I am in favor of accepting the paper ,positive
Although the paper’s contribution is a variation of (carefully described) previous approaches and is presented in just one page  I think the paper should be presented at the conference ,positive
The author should tidy up the presentation (remove nasty typos carefully!,negative
But more importantly  I genuinely do not think that one can reproduce the research performed in this paper by reading it ,negative
For all those reasons  I decrease my score to a weak reject ,negative
The authors write an excellent state of the art section  positioning well their work ,positive
The contribution is sufficiently detailed  although it can be perceived as a small delta with respect to prior works ,positive
The proposed work is hard to be replicable ,negative
While the authors could write such a paper because they could re-use published code  they do NOT share their own code which is ironic ,negative
The authors do not sufficiently describe the datasets being used in the experiments and how significant they are with respect to real world knowledge graphs ,negative
I believe this is quite fundamental and should be addressed in this paper in particular since the authors introduce a new dataset without describing what additional features or characteristics this dataset brings and why it is relevant for this research ,negative
The paper lacks a qualitative analysis ,negative
Although it seems a simple extension of the ComplEX approach  the results are quite interesting brining new insights in the topic of knowledge graph embedding for link prediction ,positive
The paper is well organized and written  the whole storyline is clear plus the required information to implement the approach and reproduce the experiments (datasets  training parameters  and model’s formulas) are well described in the paper ,positive
Overall the readability of the paper is compromised by so many errors  typos  inconsistencies to make the assessment of the value of this work quite hard ,negative
The paper addresses an important problem yet it is not possible to assess any significant advance in the state of the art ,negative
It is fully within the scope of the conference  ,positive
Representation and ML methods do not appear to be particularly original ,negative
Related work is not critically and comparatively discussed despite the (too) many references ,negative
As mentioned above related works on multi-relational learning approaches to this domain are absent ,negative
Due to the quality of writing it is hard to assess the technical quality of the paper ,negative
The approach is illustrated through a long list of definitions and algorithms the former are often informal and vague  the latter often appear unnecessary due to their simplicity or  conversely  quite obscure owing to the peculiar use of the notation ,negative
However the experimental design is rather unclear ,negative
The protocol must be clarified in order to evaluate the results ,negative
The quality of writing is the principal problem of this paper ,negative
There are numerous problems with style and grammar  and also repeated typos (too many to report them all) ,negative
The paper needs serious revision to better explain the approach ,negative
The authors should also think about targeting a conference on AI in medicine rather than a semantic web conference ,negative
The problem addressed is very relevant and the contribution is well defined and presented ,positive
The main limitation of the paper is the evaluation  which does not provide enough findings to assess when the algorithm works better and what for ,negative
I find the topic of the paper interesting  despite not being an expert in the specific domain  the paper was easy to follow ,positive
- The second experiment is even more confusing ,negative
The validity of the results is not evaluated at all ,negative
- The approach is not compared to any baseline methods nor related approaches ,negative
- Too much effort goes in the runtime evaluation instead of the qualitative evaluation ,negative
- The evaluation would be more useful if it was done on more concrete applications where standard benchmark datasets exist    entity summarization  question answering or similar ,negative
This is not covered in the paper at all ,negative
- It is not clear nor supported why the approach is restricted to subgraph expressions with at most one additional variable ,negative
Making assumptions based on one example is not enough ,negative
- The terms simplicity and intuitiveness are vaguely described  but strongly used throughout the paper ,negative
The authors show promising results on an experiment with  users and  papers  with two entity types  dataset and method ,positive
There is limited novelty and impact of this work  as it relies on simple majority voting for user feedback  with results on small scale experiments (experiments focus on only two entity types  dataset and method  with  papers and users only) as an extension of a previously published system ,negative
This could potentially be useful to ESWC Human-in-the-Loop focused audience ,positive
Additionally  several parts require further explanation  listed below- The authors mention that Active Learning techniques suffer when dealing with noisy training data but I cannot see how this HSES mechanism is not affected by noisy training data ,negative
First  there is no reference of previous work to backup this statement  there should be some related work that showcased this deficiency of AL ,negative
Please explain ,negative
Please explain further ,negative
It would be ideal to have experiments on domains and tasks where annotators agree more to see how the system behaves when conflicting views are not always available  i e ,negative
The approach simply extends an existing NLP system by integrating human feedback in order to improve the performance of the system ,negative
The novelty and the contributions of the approach are quite limited  as such systems are commonly used in many machine learning applications ,negative
The evaluation should include the comparison to such methods ,negative
- The evaluation section is written well and gives interesting insights on the usage of the tool ,positive
However  again the experiments design has limited novelty compared to existing works that involve human feedback for machine learning ,negative
The paper presents excellent engineering work  and such tool would be very useful in many NLP applications ,positive
The paper might be a better fit in the demo track ,negative
The main reason of my score is that the paper requires a lot of things to fix and extend ,negative
In general terms  the structure and content is in a preliminar state ,negative
- The definition of pattern structure is strange ,negative
Please  follow standard a definition of graph pattern ,negative
- The authors mention that some tests on pattern aggregation were done  but there is no information about such tests ,negative
Papers that exceed the page limit will be rejected without review  ,negative
The english language of the paper needs a bit polishing by a native english speaker ,negative
There are many syntax errors ,negative
I like the approach of the authors regarding the three types of structures in KGs that can be contracted (equivalent  dependent and pattern) ,positive
However we have already seen such approaches in the literature is the form of quotient graphs or VOG summarization [x] ,negative
Hyper entities remind me of quotient summaries  which the authors seem to completely ignore ,negative
The authors could benefit by having a look on the recent survey on semantic graphs [x] and updating a bit the related work ,negative
The paper also has strong editorial issues w r t ,negative
All these definitions are non standard and do not help readability of the paper ,negative
Please use standard notions from graph theory instead ,negative
The paper uses vague constructions throughout the paper (such as the last line of the abstract) ,negative
If this paper were to be  accepted  it needs a proofread removing words such as most  generally  some  a lot  various   ,negative
My main concern with this paper is the overlap with [] given this paper  the new version is mainly a delta of two partitioning strategies ,negative
This assumption should be mentioned ,negative
* Related work Even if the proposed strategies aim at RDF graphs and corresponding queries  other works on non-RDF distributed graph processing (see above) should be mentioned ,negative
* Evaluation The paper does not give any information about the execution strategy of the Koral system (because this is not the main focus of this paper) ,negative
* The loading times of the strategies are very high ,negative
It is not clear if the overpartitioned minimal edge-cut cover is a contribution of this paper or is a contribution of [] ,negative
It is not clear why the molecule hash cover is a relevant and interesting approach ,negative
It seems in many aspects worse than the approach proposed in [] (e g   reduction of packet transfer  execution time) ,negative
The examples shows that there is still a lot of room to improve in this direction  with both approaches reducing query execution time when compared to more classical partitioning strategies ,negative
All in all results in a good paper  and I'm sure that people working in RDF systems would be eager to hear about it ,positive
I believe this work is relevant to the conference and would be found interesting by participants ,positive
It is clearly written  and benefits from an open-source implementation of the proposed strategies ,positive
However  I have three major concerns about its acceptance ,negative
There is a lack of any discussion as to what use cases might benefit from the proposed data placement strategies ,negative
As previously mentioned  the choice of a single dataset does not allow for an analysis of the scalability of graph partitioning during the loading process ,negative
Meanwhile  the queries used for evaluation seem to only use simple  OLAP-style queries the single BGPs are either a single star  or a single linear path  with zero bound subjects or objects ,negative
I believe the selectivity impact of having even one bound subject/object in these queries would have a major impact on both the query performance and the workload balance  and so an evaluation without such queries seems limited ,negative
This doesn't seem to impact the core contribution of assessing two new data placement strategies  but is problematic without clear indication that text has been copied ,negative
I think the presentation and evaluation of the two proposed strategies in this paper are nice  and could make a good conference paper ,positive
However  I feel the evaluation is too limited in its scope  and the paper lacks any real conclusions as to when these strategies can be effectively deployed and what limits they have ,negative
For these reasons  I believe this submission should be rejected in its current state ,negative
Moreover  the choice to evaluate over a single dataset makes it impossible to know if such a penalty might have poor scaling characteristics as dataset size/shape changes ,negative
I remain VERY concerned about the duplication of parts of previously published work  and especially the cavalier attitude taken in the rebuttal about this duplication being just   pages out of  ,negative
Overall  the topic of the paper is really interested ,positive
The results are promising ,positive
The proposed approach is formally defined ,positive
Some of my concerns are following () I found the paper very difficult to follow ,negative
Even the paper contains a motivating example  I found it difficult to carry-on from section  onward ,negative
However  for me it was difficult to follow the used notations and the formalization ,negative
As such it is very difficult for me to judge the quality of the approach ,negative
() Paper contains various concepts without explanations ,negative
The reasons behind the selection of these benchmarks are not provided ,negative
The new algorithms have been implemented and thoroughly tested ,positive
The results - in terms of compression rate  accuracy  and performance - look very promising ,positive
This is a solid piece of work ,positive
It contains interesting  novel results ,positive
Moreover  the authors have made an effort to help the reader by illustrating most of the ideas by examples ,positive
I still think that there is value in the paper in that it introduces a highly non-trivial approach  illustrated by several examples and leading to promising experimental results ,positive
However  after going over the paper once again  I agree that fully absorbing the paper is indeed difficult ,negative
The topic is certainly relevant and highly non-trivial ,positive
I had a lot of difficulties  following this formalization ,negative
Some parts are overly complex with forward references difficult to follow  and in some paragraphs I simply understood  almost  nothing of what the authors wanted to explain (More details on this in the  specific comments) ,negative
The examples are not  really illuminating and their sizes make them difficult to  read ,negative
Also  the use of colors is very unfortunate ,negative
Some paragraphs are not well written with an excessive use of colons that difficult the reading (see for example the top of page ) ,negative
The authors could have introduced the notions informally with good examples  and  then present their empirical results ,negative
This forward reference confused me a lot ,negative
In general the paper is well written and easy to follow ,positive
The introduction section states the problem clearly which is the problem of joining similar strings ,positive
This is a problem related to the entity matching problem  and the authors provide a solution using deep learning models and a nearest neighbor algorithm to provide elements to train the model ,positive
The authors provide an easy to read and up to date (to my limited knowledge) state of the art and next they describe their approach explaining why they use Gate Recurrent Units (GRU) instead the usual CNNs ,positive
The loss functions seem reasonable to me and how they are applied too ,positive
The main concern I have is the fact they do not compare to other approaches addressing  the same problem ,negative
Overall the paper is well written and presents the proposed clearly  the reported results are relatively good and suggest the benefits of the proposed techniques ,positive
Moreover  the characteristics of the datasets are not clear described  for example  the distribution of the different repeated values  and  the research questions that guided the experimental study are not stated  These issues reduce the value of the work reported in this paper  and impede for evaluating that a contribution to the semantic web is done in this paper ,negative
Unfortunately  it is still not clear to me how the proposed approach exploits semantics encoded in knowledge graphs ,negative
Although the reported experimental results suggest that the approach is effective  because of the lack of usage of semantic it is not obvious how this approach can contribute to the resolution of the semantic driven tasks  ,negative
Finally  a comparison with approaches from the state of the art in the Semantic Web community is strongly recommended not only in the related work section but also at the experimental level ,negative
ESWC ()  -The article also lacks a proper related work section  where related work are discussed and compared with the solution proposed by the authors ,negative
It means that the baseline proposed by the authors in the experimental section is too naive  and it is not surprising that its performance decreases in that way ,negative
The article is not self-contained and it heavily relies on the tech report,negative
